,schedule,fcj,csv,total_difference,worst_manoeuvre,worst_elm,worst_elm_difference,whiten,scaling,dtw_dist,speed_factor,heading,speed,exponent
71,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_0.6000000000000001.csv,92.52900000000032,loop,160,23.878999999999962,False,global,4273.217052668906,0.6000000000000001,3.4756641219627133,-7.336372354063471,0.4098042867241566
72,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_0.8.csv,78.8070000000002,loop,160,23.878999999999962,False,global,3463.0377986575436,0.8,3.4756641219627133,-7.336372354063471,0.4098042867241566
73,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_1.0.csv,75.1660000000001,loop,160,23.878999999999962,False,global,3158.2833843569933,1.0,3.4756641219627133,-7.336372354063471,0.4098042867241566
74,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_1.2000000000000002.csv,17.400999999999918,imm,66,2.4399999999999977,False,global,3065.3432562956177,1.2000000000000002,3.4756641219627133,-7.336372354063471,0.4098042867241566
75,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_1.4000000000000004.csv,24.20599999999984,imm,66,2.4399999999999977,False,global,3291.104912685767,1.4000000000000004,3.4756641219627133,-7.336372354063471,0.4098042867241566
76,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_1.6.csv,39.359999999999964,hump,30,4.719999999999999,False,global,3643.0431613696346,1.6,3.4756641219627133,-7.336372354063471,0.4098042867241566
77,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_0.4.csv,529.9499999999998,loop,160,25.959000000000003,False,global,6139.137624207425,0.4,6.294261174600109,5.992512680518647,-0.05697662195904056
78,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_0.6000000000000001.csv,32.12099999999994,loop,159,4.399999999999977,False,global,4096.318232619972,0.6000000000000001,6.294261174600109,5.992512680518647,-0.05697662195904056
79,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_0.8.csv,19.800000000000054,loop,159,2.759999999999991,False,global,3293.28454369507,0.8,6.294261174600109,5.992512680518647,-0.05697662195904056
80,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_1.0.csv,14.836999999999982,Et,84,1.8780000000000143,False,global,2942.245213495078,1.0,6.294261174600109,5.992512680518647,-0.05697662195904056
81,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_1.2000000000000002.csv,14.961000000000126,Et,84,1.8780000000000143,False,global,2905.797231039816,1.2000000000000002,6.294261174600109,5.992512680518647,-0.05697662195904056
82,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_1.4000000000000004.csv,30.759000000000164,spin,72,3.0800000000000125,False,global,3086.553553712512,1.4000000000000004,6.294261174600109,5.992512680518647,-0.05697662195904056
83,P23,manual_F3A_P23_21_10_17_00000105.json,manual_F3A_P23_21_10_17_00000105_raw_global_1.6.csv,43.27699999999995,figM,110,3.27800000000002,False,global,3394.3955499283998,1.6,6.294261174600109,5.992512680518647,-0.05697662195904056
84,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_0.4.csv,72.18100000000001,aV,140,16.875,False,global,5074.454419828749,0.4,4.653384389927792,1.5103213331028358,2.1524606163244497
85,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_0.6000000000000001.csv,28.428999999999967,9,33,1.6809999999999832,False,global,3674.3611026366525,0.6000000000000001,4.653384389927792,1.5103213331028358,2.1524606163244497
86,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_0.8.csv,18.778999999999918,rollC,88,1.9150000000000205,False,global,3042.255813264747,0.8,4.653384389927792,1.5103213331028358,2.1524606163244497
87,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_1.0.csv,8.576999999999785,9,36,1.0749999999999886,False,global,3017.126530801884,1.0,4.653384389927792,1.5103213331028358,2.1524606163244497
88,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_1.2000000000000002.csv,12.171000000000141,9,36,1.0349999999999966,False,global,3317.7530161781847,1.2000000000000002,4.653384389927792,1.5103213331028358,2.1524606163244497
89,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_1.4000000000000004.csv,32.73800000000001,com,114,4.798999999999978,False,global,3785.844701770207,1.4000000000000004,4.653384389927792,1.5103213331028358,2.1524606163244497
90,P21,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273.json,AUS_VIC_YVA_EW_F3A_P21_21_11_08_00000273_raw_global_1.6.csv,50.06599999999992,com,114,5.0400000000000205,False,global,4305.945041081843,1.6,4.653384389927792,1.5103213331028358,2.1524606163244497
91,F21,manual_F3A_F21_21_09_15_00000051.json,manual_F3A_F21_21_09_15_00000051_raw_global_0.4.csv,252.43900000000005,square,159,19.920000000000016,False,global,6746.45683168213,0.4,3.0215453883447076,2.1884638071735942,-0.19936017994038602
